NGC         RA           DE           MAG          X Y
7299        22 31 33.0  -37 48 35     14.1      0.70 0.7
7300        22 30 59.9  -14 00 11     12.9      2.10 1.0
7301        22 30 34.8  -17 34 25     13.4      1.00 0.5
7302        22 32 23.9  -14 07 15     12.3      1.80 1.1
7303        22 31 33.0  +30 57 24     12.8      1.50 1.1
7305        22 32 13.9  +11 42 46     14.1      0.70 0.6
7306        22 33 16.4  -27 14 45     12.9      1.70 0.7
7307        22 33 52.4  -40 56 05     12.6      3.40 1.0
7308        22 34 32.0  -12 56 01     13.7      1.20 0.9
7309        22 34 20.6  -10 21 22     12.5      2.00 1.7
7310        22 34 36.8  -22 29 06     13.8      0.90 0.7
7311        22 34 06.7  +05 34 12     12.5      1.60 0.8
7312        22 34 34.9  +05 49 03     13.4      1.50 0.8
7313        22 35 32.4  -26 06 07     14.4      0.70 0.5
7314        22 35 45.9  -26 03 01     11.0      4.60 2.0
7315        22 35 31.6  +34 48 14     12.5      1.60 1.6
7316        22 35 56.2  +20 19 20     13.0      1.10 0.9
7317        22 35 51.9  +33 56 43     13.6      0.40 0.4
7318A       22 35 56.7  +33 57 58     13.4      1.20 1.0
7318B       22 35 58.3  +33 58 00     13.1      1.60 1.1
7319        22 36 03.5  +33 58 35     13.1      1.40 1.1
7320        22 36 03.5  +33 56 54     12.6      2.20 1.1
7320A       22 36 32.2  +33 47 46     15.0      0.40 0.2
7320B       22 37 28.1  +33 55 24     14.8      0.60 0.2
7320C       22 36 20.3  +33 59 08     15.5      0.60 0.4
7321        22 36 27.9  +21 37 19     12.9      1.60 1.1
7322        22 37 51.4  -37 13 53     13.6      0.90 0.6
7323        22 36 53.5  +19 08 40     12.9      1.40 1.1
7324        22 37 01.0  +19 08 48     13.9      1.00 0.8
7328        22 37 29.2  +10 31 54     13.1      2.00 0.7
7329        22 40 24.2  -66 28 45     11.3      3.70 2.7
7330        22 36 56.1  +38 32 53     12.2      1.40 1.4
7331        22 37 05.1  +34 25 13      9.5      10.20 4.2
7332        22 37 24.6  +23 47 53     11.1      4.10 1.1
7334        22 37 51.4  -37 13 53     13.6      0.90 0.6
7335        22 37 19.5  +34 26 54     13.3      1.20 0.6
7336        22 37 21.9  +34 28 56     14.5      0.80 0.4
7337        22 37 26.6  +34 22 26     14.4      1.00 0.8
7339        22 37 47.0  +23 47 11     12.2      2.80 0.7
7340        22 37 44.1  +34 24 38     13.7      0.90 0.6
7341        22 39 05.6  -22 39 59     12.3      2.40 1.0
7342        22 38 13.2  +35 29 55     13.9      1.30 1.3
7343        22 38 37.8  +34 04 18     13.5      1.00 0.8
7344        22 39 36.1  -04 09 32     13.7      1.50 0.8
7345        22 38 44.9  +35 32 26     14.3      1.20 0.2
7346        22 39 35.4  +11 05 02     14.6      0.40 0.3
7347        22 39 56.0  +11 01 40     13.7      1.50 0.3
7348        22 40 36.2  +11 54 22     13.8      1.10 0.6
7349        22 41 14.7  -21 47 48     14.3      1.00 0.5
7351        22 41 26.9  -04 26 39     12.9      1.80 1.0
7353        22 42 12.5  +11 52 38     15.1      0.60 0.5
7355        22 43 30.4  -36 51 55     14.3      1.00 0.4
7356        22 42 02.3  +30 42 34     14.0      1.10 0.5
7357        22 42 23.9  +30 10 19     14.0      1.50 0.7
7358        22 45 36.3  -65 07 18     12.8      1.90 0.5
7359        22 44 47.9  -23 41 17     12.5      2.40 0.6
7360        22 43 34.1  +04 09 07     13.7      0.70 0.4
7361        22 42 17.9  -30 03 27     12.3      3.90 1.0
7362        22 43 49.2  +08 42 21     12.6      1.10 0.8
7363        22 43 18.5  +33 59 55     13.8      1.10 0.9
7364        22 44 24.2  -00 09 45     12.6      1.80 1.1
7365        22 45 10.0  -19 57 06     12.9      1.50 1.0
7366        22 44 26.6  +10 46 55     14.3      0.40 0.4
7367        22 44 34.2  +03 38 47     13.8      1.60 0.4
7368        22 45 31.4  -39 20 31     12.0      2.90 0.6
7369        22 44 12.2  +34 21 06     13.7      1.40 1.1
7370        22 45 37.1  +11 03 30     15.3      0.50 0.2
7371        22 46 03.6  -11 00 02     11.5      2.00 2.0
7372        22 45 46.0  +11 07 53     13.5      1.00 0.9
7373        22 46 19.4  +03 12 36     13.6      1.30 0.5
7374        22 46 01.1  +10 51 13     13.8      0.90 0.7
7374A       22 46 01.1  +10 51 13     13.8      0.90 0.7
7374B       22 45 59.2  +10 52 05     14.5      0.40 0.2
7375        22 46 32.0  +21 05 03     13.7      0.80 0.6
7376        22 47 17.5  +03 38 43     14.4      0.70 0.5
7377        22 47 47.4  -22 18 41     11.1      3.00 2.5
7378        22 47 47.5  -11 49 00     12.7      1.50 0.9
7379        22 47 32.9  +40 14 21     13.4      1.10 0.8
7381        22 50 08.1  -19 43 29     14.2      0.70 0.5
7382        22 50 23.8  -36 51 25     13.3      1.20 0.4
7383        22 49 35.5  +11 33 25     13.7      0.80 0.7
7385        22 49 54.6  +11 36 29     12.0      1.30 1.1
7386        22 50 02.0  +11 41 53     12.3      1.80 1.1
7387        22 50 17.6  +11 38 14     14.0      0.70 0.4
7389        22 50 16.0  +11 34 00     13.9      1.40 0.9
7390        22 50 19.5  +11 31 52     14.2      1.00 0.7
7391        22 50 36.0  -01 32 41     11.9      1.70 1.5
7392        22 51 48.6  -20 36 31     11.9      2.20 1.4
7393        22 51 38.2  -05 33 26     12.9      2.00 0.9
7395        22 51 02.8  +37 05 18     13.8      1.20 1.1
7396        22 52 22.6  +01 05 32     12.9      2.40 1.6
7397        22 52 46.6  +01 07 57     14.2      0.70 0.5
7398        22 52 49.2  +01 12 06     13.6      1.20 0.8
7399        22 52 39.3  -09 16 03     13.7      0.90 0.4
7400        22 54 20.8  -45 20 50     12.9      2.70 0.5
7401        22 52 58.5  +01 08 33     14.9      1.00 0.6
7402        22 53 04.4  +01 08 42     14.5      0.70 0.5
7404        22 54 18.6  -39 18 53     12.8      1.50 0.8
7406        22 53 56.4  -06 34 44     13.6      1.10 0.6
7407        22 53 21.0  +32 07 47     13.1      2.00 0.9
7408        22 55 56.7  -63 41 43     12.6      1.60 1.2
7409        22 53 48.0  +20 12 39     14.4      0.60 0.4
7410        22 55 00.6  -39 39 44     10.3      5.20 1.6
7411        22 54 34.8  +20 14 12     13.4      0.90 0.9
7412        22 55 46.1  -42 38 29     11.4      3.80 2.8
7412A       22 57 07.0  -42 48 18     13.9      3.50 0.5
7413        22 55 03.0  +13 13 16     14.1      1.00 0.7
7414        22 55 24.3  +13 14 56     16.0      0.40 0.2
7415-1      22 54 51.7  +20 15 44     14.7      1.10 0.2
7415-2      22 54 53.6  +20 15 43     14.7      0.50 0.3
7416        22 55 41.6  -05 29 42     12.4      3.20 0.7
7417        22 57 49.1  -65 02 18     12.3      2.40 1.6
7418        22 56 35.9  -37 01 44     11.1      3.50 2.6
7418A       22 56 41.2  -36 46 22     13.1      3.50 1.8
7420        22 55 32.0  +29 48 20     13.9      0.80 0.6
7421        22 56 54.6  -37 20 42     11.9      2.00 1.9
7422        22 56 12.3  +03 55 37     13.4      1.00 0.8
7424        22 57 18.4  -41 04 15     10.5      9.50 8.1
7425        22 57 15.6  -10 57 00     14.2      0.90 0.6
7426        22 56 03.0  +36 21 44     12.3      1.70 1.4
7427        22 57 09.8  +08 30 22     15.1      0.70 0.7
7428        22 57 19.5  -01 02 57     12.5      2.40 1.4
7430        22 57 29.7  +08 47 40     14.3      0.40 0.2
7431        22 57 38.8  +26 09 52     15.0      0.40 0.2
7432        22 58 02.2  +13 08 04     13.3      1.60 1.2
7433        22 57 51.7  +26 09 44     14.9      0.70 0.2
7434        22 58 21.4  -01 11 00     15.1      0.60 0.3
7435        22 57 54.4  +26 08 20     14.2      1.20 0.7
7436        22 57 56.2  +26 08 59     12.6      2.00 2.0
7436A       22 57 56.2  +26 08 59     12.6      2.00 2.0
7436B       22 57 56.1  +26 08 59     14.7      0.60 0.2
7437        22 58 10.1  +14 18 31     13.3      1.80 1.8
7439        22 58 09.9  +29 13 44     14.0      1.00 0.6
7440        22 58 32.5  +35 48 11     13.5      1.40 1.1
7441        22 56 41.4  -07 22 47     13.8      1.30 0.8
7442        22 59 26.6  +15 32 54     13.5      1.10 1.1
7443        23 00 08.7  -12 48 28     11.6      1.40 0.5
7444        23 00 08.8  -12 50 03     12.9      1.70 0.6
7445        22 59 22.4  +39 06 29     14.6      0.70 0.2
7446        22 59 28.9  +39 05 00     13.8      0.80 0.8
7448        23 00 03.6  +15 58 48     11.7      2.60 1.2
7449        22 59 37.6  +39 08 45     14.0      1.00 0.7
7450        23 00 47.7  -12 55 04     13.1      1.80 1.8
7451        23 00 40.6  +08 28 03     14.1      1.00 0.5
7452        23 00 47.5  +06 44 45     15.5      0.40 0.3
7454        23 01 06.6  +16 23 21     11.8      2.20 1.6
7455        23 00 40.9  +07 18 12     14.4      0.60 0.4
7456        23 02 10.1  -39 34 09     11.8      5.50 1.6
7457        23 00 59.8  +30 08 41     11.2      4.30 2.3
7458        23 01 28.5  +01 45 12     12.5      1.40 1.2
7459-1      23 00 59.6  +06 44 58     15.2      0.40 0.4
7459-2      23 01 00.3  +06 45 03     15.4      0.80 0.4
7460        23 01 42.7  +02 15 49     13.0      1.50 1.1
7461        23 01 48.1  +15 34 57     13.5      0.90 0.7
7462        23 02 46.2  -40 50 08     11.4      4.30 0.8
7463        23 01 51.8  +15 58 55     13.2      2.60 0.6
7464        23 01 53.8  +15 58 28     13.3      0.50 0.5
7465        23 02 00.9  +15 57 55     12.6      2.20 1.8
7466        23 02 03.4  +27 03 11     13.5      1.50 0.5
7467        23 02 27.4  +15 33 17     14.5      0.40 0.3
7468        23 02 59.2  +16 36 16     13.7      0.90 0.6
7468A       23 04 53.5  +16 40 44     14.1      1.30 0.5
7469        23 03 15.5  +08 52 26     12.3      1.40 1.0
7470        23 05 13.9  -50 06 42     13.9      1.40 0.9
7472        23 05 38.6  +03 03 32     13.6      0.60 0.4
7473        23 03 57.1  +30 09 36     13.7      1.10 0.5
7474        23 04 04.3  +20 04 04     14.5      0.50 0.5
7475-1      23 04 10.1  +20 04 45     13.5      1.10 0.9
7475-2      23 04 11.6  +20 05 04     14.8      0.50 0.3
7476        23 05 12.0  -43 05 53     12.8      1.40 1.0
7477        23 04 40.7  +03 07 06     15.7      0.30 0.2
7478        23 04 56.5  +02 34 39     15.4      0.40 0.3
7479        23 04 56.7  +12 19 20     10.9      4.00 3.1
7480        23 05 13.5  +02 32 58     14.0      1.30 0.3
7480A       23 05 13.5  +02 32 58     14.0      1.30 0.3
7480B       23 05 01.7  +02 32 26     14.8      0.60 0.3
7482        23 05 38.6  +03 03 32     13.6      0.60 0.4
7483        23 05 48.2  +03 32 43     13.0      1.60 1.1
7484        23 07 04.9  -36 16 22     11.8      1.80 1.7
7485        23 06 04.8  +34 06 29     13.1      1.20 0.6
7487        23 06 50.5  +28 10 46     13.5      2.00 1.8
7488        23 07 48.9  +00 56 28     13.8      0.60 0.5
7489        23 07 32.5  +22 59 52     13.4      2.10 1.1
7490        23 07 25.1  +32 22 32     12.3      2.70 2.6
7491        23 08 06.0  -05 57 59     13.8      1.00 0.7
7494        23 08 58.4  -24 22 09     14.6      0.80 0.7
7495        23 08 57.4  +12 02 53     13.1      1.80 1.6
7496        23 09 46.9  -43 25 39     11.4      3.30 3.1
7496A       23 12 23.4  -43 46 43     14.0      1.40 0.7
7496B       23 12 21.0  -43 46 39     15.2      0.40 0.2
7497        23 09 03.5  +18 10 39     12.2      4.40 1.7
7498        23 09 56.0  -24 25 28     14.4      0.90 0.4
7499        23 10 22.3  +07 34 52     12.8      1.20 0.7
7500        23 10 29.7  +11 00 46     13.3      2.10 1.1
7501        23 10 30.3  +07 35 22     13.4      0.50 0.5
7503        23 10 42.2  +07 34 05     13.2      0.80 0.8
7505        23 11 00.7  +13 37 53     14.7      0.80 0.2
7506        23 11 41.0  -02 09 35     12.9      1.70 1.1
7507        23 12 07.5  -28 32 19     10.4      2.80 2.7
7508        23 11 49.2  +12 56 28     14.8      1.00 0.3
7509        23 12 21.3  +14 36 35     13.4      1.10 1.1
7511        23 12 26.3  +13 43 37     13.9      1.10 0.5
7512        23 12 20.9  +31 07 32     12.7      1.50 1.0
7513        23 13 13.7  -28 21 29     10.6      3.20 2.1
7514        23 12 25.5  +34 52 52     12.6      1.40 0.9
7515        23 12 48.6  +12 40 47     12.4      1.70 1.6
7516        23 12 51.8  +20 14 56     13.3      1.10 1.0
7517        23 13 13.8  -02 06 00     14.4      0.60 0.3
7518        23 13 12.8  +06 19 18     13.4      1.40 1.0
7519        23 13 11.2  +10 46 18     14.0      1.30 1.1
7520        23 12 53.1  -23 28 08     13.2      1.30 0.8
7521        23 13 35.3  -01 43 50     13.9      0.60 0.5
7523        23 13 34.7  +13 59 12     14.8      1.00 0.2
7524        23 13 46.5  -01 43 50     15.1      0.80 0.3
7525-1      23 13 40.4  +14 01 17     14.2      0.60 0.6
7525-2      23 13 40.2  +14 01 27     15.4      0.40 0.2
7527        23 13 41.7  +24 54 10     13.3      1.30 0.9
7528        23 14 20.0  +10 13 52     15.1      0.40 0.3
7529        23 14 03.1  +08 59 32     14.1      0.90 0.8
7530        23 14 11.7  -02 46 44     14.6      0.90 0.5
7531        23 14 48.4  -43 35 56     11.3      4.50 1.7
7532        23 14 22.2  -02 43 40     13.8      1.40 0.7
7533        23 14 22.0  -02 02 00     15.1      0.70 0.3
7534        23 14 26.5  -02 41 58     13.8      1.00 0.7
7535        23 14 12.8  +13 34 56     13.7      1.50 1.5
7536        23 14 13.1  +13 25 36     13.4      1.90 0.7
7537        23 14 34.6  +04 29 56     13.2      2.10 0.5
7539        23 14 29.4  +23 41 05     12.5      1.50 1.2
7540-1      23 14 36.1  +15 57 01     14.7      0.50 0.3
7540-2      23 14 37.4  +15 57 10     15.5      0.20 0.2
7541        23 14 43.2  +04 32 04     11.7      3.50 1.2
7542        23 14 41.7  +10 38 36     14.5      0.80 0.5
7543        23 14 34.5  +28 19 40     13.2      1.10 0.9
7544        23 14 56.9  -02 11 56     15.1      0.80 0.2
7545        23 15 32.3  -38 32 06     13.1      1.10 0.7
7546        23 15 05.5  -02 19 32     15.1      1.10 0.9
7547        23 15 03.4  +18 58 25     13.7      1.10 0.5
7548        23 15 11.1  +25 16 55     13.3      1.10 0.9
7549        23 15 17.1  +19 02 29     13.0      2.80 0.7
7550        23 15 16.0  +18 57 39     12.2      1.40 1.2
7551        23 15 22.0  +15 56 27     16.2      0.30 0.2
7552        23 16 10.6  -42 35 05     10.6      3.40 2.7
7553        23 15 33.0  +19 02 55     14.4      0.40 0.4
7554        23 15 41.3  -02 22 41     14.9      0.40 0.4
7556        23 15 44.4  -02 22 53     12.7      2.50 1.6
7556A       23 15 43.7  -02 23 09     15.0      0.30 0.2
7557        23 15 39.7  +06 42 32     14.2      0.60 0.6
7558        23 15 38.2  +18 55 13     14.9      0.40 0.4
7559A       23 15 46.5  +13 17 25     13.7      1.00 0.8
7559B       23 15 46.1  +13 17 49     15.8      0.30 0.2
7562        23 15 57.6  +06 41 14     11.5      2.20 1.7
7562A       23 16 01.3  +06 39 11     14.9      1.50 0.4
7563        23 15 55.9  +13 11 48     12.8      1.90 0.9
7566        23 16 37.4  -02 19 49     13.3      1.40 0.7
7567        23 16 10.8  +15 51 04     14.8      0.90 0.2
7568        23 16 24.9  +24 29 50     13.6      0.90 0.6
7569        23 16 44.5  +08 54 24     13.3      1.00 0.7
7570        23 16 44.7  +13 29 00     13.2      1.60 0.9
7571        23 18 30.3  +18 41 18     14.0      1.00 1.0
7572        23 16 50.3  +18 29 00     14.4      0.80 0.2
7573        23 16 26.3  -22 09 14     13.7      1.30 1.1
7574        23 16 24.9  +24 29 50     13.6      0.90 0.6
7575        23 17 20.9  +05 39 41     14.2      0.50 0.3
7576        23 17 22.7  -04 43 40     12.9      1.30 0.9
7577        23 17 17.1  +07 21 57     15.7      0.30 0.2
7578A       23 17 11.9  +18 42 05     13.9      0.80 0.8
7578B       23 17 13.5  +18 42 30     14.0      0.40 0.4
7579        23 17 38.8  +09 26 02     14.1      0.50 0.4
7580        23 17 36.6  +14 00 05     13.7      0.80 0.6
7581        23 14 43.2  +04 32 04     11.7      3.50 1.2
7582        23 18 23.5  -42 22 11     10.6      5.00 2.3
7583        23 17 52.8  +07 22 46     13.8      0.70 0.7
7584        23 17 53.1  +09 26 01     14.4      0.40 0.4
7585        23 18 01.3  -04 39 01     11.4      2.30 2.0
7586        23 17 55.5  +08 35 04     15.5      0.40 0.3
7587        23 17 59.1  +09 40 49     13.9      1.20 0.3
7588        23 17 57.7  +18 45 10     14.8      0.30 0.2
7589        23 18 15.6  +00 15 42     14.1      1.10 0.7
7590        23 18 54.6  -42 14 21     11.5      2.60 1.0
7591        23 18 16.2  +06 35 10     13.0      1.90 0.8
7592        23 18 22.0  -04 24 59     13.5      1.10 0.9
7593        23 17 56.9  +11 20 56     13.6      1.00 0.6
7594        23 18 13.9  +10 17 52     13.7      1.40 0.9
7595        23 18 30.2  +09 55 56     14.9      0.50 0.5
7596        23 17 12.0  -06 54 42     14.2      1.00 0.5
7597        23 18 30.3  +18 41 18     14.0      1.00 1.0
7598        23 18 33.3  +18 44 59     14.9      0.30 0.2
7599        23 19 20.8  -42 15 29     11.5      4.40 1.4
7600        23 18 53.8  -07 34 48     12.0      2.50 1.0
7601        23 18 47.1  +09 14 01     14.0      1.10 0.9
7602        23 18 43.5  +18 41 56     14.4      0.60 0.6
7603        23 18 56.4  +00 14 39     13.2      1.60 1.0
7604        23 17 51.9  +07 25 48     14.5      0.30 0.2
7605        23 17 52.8  +07 22 46     13.8      0.70 0.7
7606        23 19 04.8  -08 29 11     10.8      5.40 2.1
7608        23 19 15.3  +08 21 01     14.2      1.50 0.4
7609        23 19 30.0  +09 30 31     14.2      1.30 1.1
7610        23 19 41.6  +10 11 04     13.0      2.50 1.9
7611        23 19 36.5  +08 03 49     12.5      1.50 0.7
7612        23 19 44.1  +08 34 37     12.8      1.60 0.8
7615        23 19 54.4  +08 23 58     14.3      0.90 0.4
7616        23 19 41.6  +10 11 04     13.0      2.50 1.9
7617        23 20 08.9  +08 09 58     13.8      0.90 0.7
7618        23 19 47.3  +42 51 10     13.0      1.20 1.0
7619        23 20 14.6  +08 12 25     11.1      2.50 2.3
7620        23 20 05.6  +24 13 15     13.1      1.10 1.1
7621        23 20 24.7  +08 22 00     14.9      0.70 0.2
7622        23 21 38.5  -62 07 03     13.4      1.20 0.4
7623        23 20 29.9  +08 23 47     12.9      1.30 0.9
7624        23 20 22.6  +27 18 53     13.1      1.00 0.7
7625        23 20 30.2  +17 13 36     12.1      1.60 1.4
7626        23 20 42.6  +08 13 01     11.1      2.60 2.3
7627        23 22 30.8  +11 53 37     13.9      1.70 0.5
7628        23 20 55.0  +25 53 55     12.7      1.10 0.9
7629        23 21 19.3  +01 24 13     13.8      1.00 0.8
7630        23 21 16.3  +11 23 51     14.3      1.10 0.4
7631        23 21 26.7  +08 13 03     13.1      1.70 0.7
7632        23 22 00.9  -42 28 49     12.1      2.40 1.2
7633        23 23 03.1  -67 39 13     12.4      2.30 2.0
7634        23 21 41.7  +08 53 15     12.6      1.20 0.9
7636        23 22 33.1  -29 16 51     13.6      0.90 0.6
7637        23 26 28.3  -81 54 40     12.5      2.10 1.9
7638        23 22 33.0  +11 19 46     14.9      0.60 0.6
7639        23 22 48.2  +11 22 24     14.6      0.50 0.4
7640        23 22 06.6  +40 50 42     11.3      10.50 1.8
7641        23 22 30.8  +11 53 37     13.9      1.70 0.5
7642        23 22 53.4  +01 26 34     13.7      0.60 0.5
